from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
PORI2,2001,2,0,KPL__0__6446__RAIL____Total_Day_Count,226__0__435__TZM__302__1__302__1
WAIK,1501,2,240,KPL__0__6444__RAIL____Total_Day_Count,290__0__409__UZM__717__717
3081,3081,2,120,19__0__419__TZM__209__1__209__1,1__1__448__TZM__102__1__102__1
SILV,8416,2,240,HVL__0__3840__RAIL____Total_Day_Count,115__0__415__TZM__507__507
WATE2,9140,2,0,HVL__0__3864__RAIL____Total_Day_Count,170__0__459__TZM__409__1__409__1
PARA2,1001,2,240,KPL__0__6456__RAIL____Total_Day_Count,262__0__423__UZM__709__709
1001,PARA1,2,0,262__1__422__UZM__709__709,KPL__1__6461__RAIL____Total_Day_Count
6720,7720,2,120,7__0__415__TZM__117__1__117__1,29__1__406__TZM__115__1__115__1
7700,7720,2,30,7__1__416__TZM__104__1__104__1,29__1__406__TZM__115__1__115__1
6224,6224,2,240,2__1__554__NBM__20__2__20__2,12__0__439__NBM__23__2__23__2
SILV,8416,2,240,HVL__0__3824__RAIL____Total_Day_Count,115__0__407__TZM__505__1__505__1
5915,5915,2,0,21__0__405__NBM__14__2__14__2,22__0__405__NBM__26__2__26__2
2003,PORI1,2,0,210__1__400__TZM__302__1__302__1,KPL__1__6409__RAIL____Total_Day_Count
7026,7224,2,240,12__1__450__NBM__30__2__30__2,2__0__527__NBM__1__1__1__1
9525,TREN,2,240,114__0__407__TZM__507__507,HVL__1__3825__RAIL____Total_Day_Count
6224,6224,2,240,2__1__412__NBM__12__2__12__2,12__0__457__NBM__14__2__14__2
3081,3081,2,120,60__1__434__MNM__2052__2052,1__1__470__TZM__102__1__102__1
WATE2,9165,2,0,HVL__0__3862__RAIL____Total_Day_Count,130__0__477__TZM__511__511
3000,3000,2,120,1__0__431__TZM__207__1__207__1,60__0__419__MNM__2021__2021
8580,UPPE,2,240,111__0__407__TZM__507__507,HVL__1__3815__RAIL____Total_Day_Count
1501,WAIK,2,240,290__0__405__UZM__716__716,KPL__1__6435__RAIL____Total_Day_Count
2001,PORI1,2,0,226__0__413__TZM__301__1__301__1,KPL__1__6419__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__478__TZM__415__1__415__1,HVL__1__3859__RAIL____Total_Day_Count
6224,6224,2,240,2__1__548__NBM__1004__1__1004__1,12__0__449__NBM__39__2__39__2
6224,6224,2,240,2__1__550__NBM__26__2__26__2,12__0__449__NBM__39__2__39__2
WATE2,9140,2,0,HVL__0__3866__RAIL____Total_Day_Count,160__0__457__TZM__602__1__602__1
8580,UPPE,2,240,110__1__400__TZM__501__1__501__1,HVL__1__3809__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6450__RAIL____Total_Day_Count,220__1__438__TZM__303__1__303__1
WATE2,9165,2,0,HVL__0__3828__RAIL____Total_Day_Count,150__0__409__TZM__404__1__404__1
WATE2,9165,2,0,HVL__0__3834__RAIL____Total_Day_Count,130__0__431__TZM__417__417
7026,7224,2,240,12__1__412__NBM__13__2__13__2,2__0__443__NBM__29__3__29__3
PORI2,2001,2,0,KPL__0__6450__RAIL____Total_Day_Count,226__0__439__TZM__310__310
2001,PORI1,2,0,220__0__425__TZM__309__1__309__1,KPL__1__6431__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__424__TZM__311__311,KPL__1__6431__RAIL____Total_Day_Count
8580,UPPE,2,240,112__1__400__TZM__502__1__502__1,HVL__1__3815__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6442__RAIL____Total_Day_Count,226__0__431__TZM__301__1__301__1
8140,WATE1,2,0,160__1__440__TZM__602__1__602__1,HVL__1__3849__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3854__RAIL____Total_Day_Count,120__0__471__TZM__416__416
PORI2,2001,2,0,KPL__0__6448__RAIL____Total_Day_Count,220__0__437__TZM__301__1__301__1
6733,6730,2,120,7__0__431__TZM__111__2__111__2,27__1__410__TZM__101__2__101__2
WATE2,9140,2,0,HVL__0__3834__RAIL____Total_Day_Count,160__0__423__TZM__604__1__604__1
UPPE,8579,2,240,HVL__0__3836__RAIL____Total_Day_Count,110__0__433__TZM__511__511
8140,WATE1,2,0,160__1__460__TZM__602__1__602__1,HVL__1__3869__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6416__RAIL____Total_Day_Count,220__1__404__TZM__307__1__307__1
2002,PORI2,2,0,60__0__433__MNM__2041__2041,KPL__0__6450__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6416__RAIL____Total_Day_Count,262__0__403__UZM__712__712
9001,PETO1,2,0,150__1__420__TZM__412__412,HVL__1__3837__RAIL____Total_Day_Count
6733,6730,2,120,7__0__455__TZM__113__1__113__1,27__1__416__TZM__118__1__118__1
PORI2,2003,2,0,KPL__0__6442__RAIL____Total_Day_Count,220__1__430__TZM__302__1__302__1
2003,PORI1,2,0,220__1__408__TZM__303__1__303__1,KPL__1__6415__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__409__TZM__306__1__306__1,KPL__1__6415__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3844__RAIL____Total_Day_Count,150__0__427__TZM__405__1__405__1
6224,6224,2,240,2__1__440__NBM__1001__4__1001__4,12__0__407__NBM__30__2__30__2
WATE2,9140,2,0,HVL__0__3826__RAIL____Total_Day_Count,170__0__419__TZM__605__605
1001,PARA1,2,0,262__1__402__UZM__712__712,KPL__1__6421__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__454__TZM__406__1__406__1,HVL__1__3841__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3856__RAIL____Total_Day_Count,130__0__471__TZM__511__511
6224,6224,2,240,2__1__538__NBM__8__2__8__2,12__0__445__NBM__15__3__15__3
6224,6224,2,240,2__1__536__NBM__5__2__5__2,12__0__445__NBM__15__3__15__3
2003,PORI1,2,0,210__1__426__TZM__312__1__312__1,KPL__1__6459__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6440__RAIL____Total_Day_Count,220__0__429__TZM__311__311
3000,3000,2,120,1__0__471__TZM__201__1__201__1,60__0__439__MNM__2071__2071
7026,7224,2,240,12__1__402__NBM__22__2__22__2,2__0__415__NBM__5__2__5__2
3081,3081,2,120,60__1__438__MNM__2061__2061,1__1__478__TZM__112__1__112__1
PORI2,2002,2,0,KPL__0__6424__RAIL____Total_Day_Count,236__0__403__TZM__302__1__302__1
1001,PARA1,2,0,250__0__421__UZM__703__1__703__1,KPL__1__6455__RAIL____Total_Day_Count
2003,PORI1,2,0,210__1__406__TZM__306__1__306__1,KPL__1__6419__RAIL____Total_Day_Count
7720,7700,2,60,29__0__423__TZM__205__1__205__1,7__1__484__TZM__107__1__107__1
2003,PORI1,2,0,226__0__429__TZM__302__1__302__1,KPL__1__6437__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__417__TZM__507__507,HVL__1__3845__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__413__TZM__502__1__502__1,HVL__1__3837__RAIL____Total_Day_Count
6733,6730,2,120,7__0__439__TZM__111__2__111__2,27__1__412__TZM__110__1__110__1
2001,PORI1,2,0,220__0__439__TZM__310__310,KPL__1__6445__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3832__RAIL____Total_Day_Count,120__0__429__TZM__409__1__409__1
9001,PETO1,2,0,150__1__410__TZM__413__413,HVL__1__3827__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3848__RAIL____Total_Day_Count,160__0__437__TZM__603__1__603__1
3000,3000,2,120,1__0__489__TZM__112__1__112__1,19__0__443__TZM__118__1__118__1
PORI1,2002,2,0,KPL__1__6429__RAIL____Total_Day_Count,60__1__422__MNM__2021__2021
6224,6224,2,240,2__1__572__NBM__4__2__4__2,12__0__443__NBM__46__46
6055,6017,2,240,1__1__512__TZM__111__2__111__2,23__0__433__TZM__205__1__205__1
2003,PORI1,2,0,226__0__407__TZM__305__1__305__1,KPL__1__6415__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__412__TZM__510__510,HVL__1__3821__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3822__RAIL____Total_Day_Count,150__0__405__TZM__413__413
8580,UPPE,2,240,112__1__402__TZM__507__507,HVL__1__3819__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__419__TZM__301__1__301__1,KPL__1__6425__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__430__TZM__413__413,HVL__1__3847__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__408__TZM__406__1__406__1,HVL__1__3817__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__428__TZM__509__509,HVL__1__3829__RAIL____Total_Day_Count
2003,PORI1,2,0,210__1__402__TZM__304__1__304__1,KPL__1__6411__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__409__TZM__505__1__505__1,HVL__1__3829__RAIL____Total_Day_Count
3081,3081,2,120,60__1__406__MNM__2091__2091,1__1__414__TZM__111__2__111__2
8580,UPPE,2,240,111__0__411__TZM__505__1__505__1,HVL__1__3819__RAIL____Total_Day_Count
6224,6224,2,240,2__1__482__NBM__3__2__3__2,12__0__421__NBM__41__2__41__2
8580,UPPE,2,240,111__0__403__TZM__502__1__502__1,HVL__1__3811__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__447__TZM__603__1__603__1,HVL__1__3855__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3844__RAIL____Total_Day_Count,170__0__437__TZM__603__1__603__1
3081,3081,2,120,19__0__409__TZM__214__214,1__1__428__TZM__215__215
PORI1,2002,2,0,KPL__1__6453__RAIL____Total_Day_Count,60__1__446__MNM__2042__2042
PETO2,9001,2,0,HVL__0__3826__RAIL____Total_Day_Count,150__0__409__TZM__404__1__404__1
8580,UPPE,2,240,110__1__402__TZM__403__1__403__1,HVL__1__3811__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6426__RAIL____Total_Day_Count,226__0__415__TZM__308__1__308__1
9416,SILV,2,240,115__0__421__TZM__505__1__505__1,HVL__1__3853__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__451__TZM__310__310,KPL__1__6459__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__439__TZM__310__310,KPL__1__6447__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3850__RAIL____Total_Day_Count,120__0__465__TZM__416__416
8140,WATE1,2,0,160__1__444__TZM__409__1__409__1,HVL__1__3853__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3838__RAIL____Total_Day_Count,130__0__439__TZM__414__414
8140,WATE1,2,0,170__0__417__TZM__603__1__603__1,HVL__1__3825__RAIL____Total_Day_Count
3000,3000,2,120,1__0__477__TZM__202__1__202__1,19__0__439__TZM__210__1__210__1
WATE2,9165,2,0,HVL__0__3816__RAIL____Total_Day_Count,130__0__403__TZM__406__1__406__1
1001,PARA1,2,0,261__1__420__UZM__711__711,KPL__1__6455__RAIL____Total_Day_Count
7720,7700,2,60,29__0__411__TZM__118__1__118__1,7__1__440__TZM__113__1__113__1
WATE2,9140,2,0,HVL__0__3868__RAIL____Total_Day_Count,170__0__463__TZM__409__1__409__1
PORI2,2001,2,0,KPL__0__6436__RAIL____Total_Day_Count,226__0__425__TZM__301__1__301__1
PARA2,1001,2,240,KPL__0__6420__RAIL____Total_Day_Count,262__0__405__UZM__712__712
2002,PORI1,2,0,230__1__424__TZM__304__1__304__1,KPL__1__6455__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3816__RAIL____Total_Day_Count,160__0__405__TZM__602__1__602__1
6733,6730,2,120,7__0__463__TZM__119__1__119__1,27__1__418__TZM__108__1__108__1
PORI2,2001,2,0,KPL__0__6470__RAIL____Total_Day_Count,220__0__461__TZM__303__1__303__1
PORI2,2003,2,0,KPL__0__6448__RAIL____Total_Day_Count,226__0__435__TZM__302__1__302__1
PORI2,2002,2,0,KPL__0__6468__RAIL____Total_Day_Count,230__0__431__TZM__307__1__307__1
8580,UPPE,2,240,110__1__456__TZM__403__1__403__1,HVL__1__3843__RAIL____Total_Day_Count
3000,3000,2,120,1__0__461__TZM__210__1__210__1,19__0__431__TZM__214__214
8140,WATE1,2,0,170__0__429__TZM__605__605,HVL__1__3837__RAIL____Total_Day_Count
7026,7224,2,240,12__1__422__NBM__27__2__27__2,2__0__473__NBM__35__3__35__3
1001,PARA1,2,0,262__1__400__UZM__710__710,KPL__1__6417__RAIL____Total_Day_Count
3000,3000,2,120,1__0__479__TZM__120__120,60__0__443__MNM__2042__2042
6055,6017,2,240,1__1__422__TZM__114__1__114__1,23__0__407__TZM__106__1__106__1
UPPE,8579,2,240,HVL__0__3838__RAIL____Total_Day_Count,110__0__437__TZM__403__1__403__1
6224,6224,2,240,2__1__524__NBM__1004__1__1004__1,12__0__435__NBM__37__2__37__2
PORI2,2003,2,0,KPL__0__6436__RAIL____Total_Day_Count,220__1__424__TZM__311__311
8165,WATE1,2,0,130__1__482__TZM__511__511,HVL__1__3863__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__412__TZM__406__1__406__1,HVL__1__3827__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6420__RAIL____Total_Day_Count,236__0__401__TZM__302__1__302__1
PORI2,2001,2,0,KPL__0__6420__RAIL____Total_Day_Count,226__0__409__TZM__308__1__308__1
PORI2,2001,2,0,KPL__0__6428__RAIL____Total_Day_Count,226__0__417__TZM__307__1__307__1
PARA2,1001,2,240,KPL__0__6412__RAIL____Total_Day_Count,262__0__401__UZM__710__710
2003,PORI1,2,0,210__1__404__TZM__304__1__304__1,KPL__1__6415__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__419__TZM__504__1__504__1,HVL__1__3849__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__415__TZM__505__1__505__1,HVL__1__3841__RAIL____Total_Day_Count
9525,TREN,2,240,114__0__411__TZM__504__1__504__1,HVL__1__3833__RAIL____Total_Day_Count
6055,6017,2,240,1__1__488__TZM__207__1__207__1,23__0__423__TZM__105__1__105__1
8165,WATE1,2,0,130__1__426__TZM__411__411,HVL__1__3827__RAIL____Total_Day_Count
6733,6730,2,120,7__0__447__TZM__107__1__107__1,27__1__414__TZM__121__121
2001,PORI1,2,0,220__0__443__TZM__303__1__303__1,KPL__1__6449__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__422__TZM__603__1__603__1,HVL__1__3831__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3852__RAIL____Total_Day_Count,130__0__467__TZM__605__605
8165,WATE1,2,0,150__1__432__TZM__405__1__405__1,HVL__1__3847__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6428__RAIL____Total_Day_Count,220__1__416__TZM__305__1__305__1
PARA2,1001,2,240,KPL__0__6422__RAIL____Total_Day_Count,261__0__405__UZM__720__720
4915,4915,2,0,21__1__408__NBM__14__2__14__2,22__1__408__NBM__26__2__26__2
PORI2,2001,2,0,KPL__0__6424__RAIL____Total_Day_Count,220__0__413__TZM__305__1__305__1
8140,WATE1,2,0,170__0__433__TZM__604__1__604__1,HVL__1__3841__RAIL____Total_Day_Count
8580,UPPE,2,240,112__1__406__TZM__504__1__504__1,HVL__1__3827__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6464__RAIL____Total_Day_Count,262__0__427__UZM__705__705
PARA2,1001,2,240,KPL__0__6440__RAIL____Total_Day_Count,262__0__415__UZM__713__713
PORI2,2003,2,0,KPL__0__6440__RAIL____Total_Day_Count,226__0__427__TZM__304__1__304__1
8580,UPPE,2,240,111__0__427__TZM__505__1__505__1,HVL__1__3835__RAIL____Total_Day_Count
3000,3000,2,120,1__0__443__TZM__103__1__103__1,60__0__425__MNM__2031__2031
1001,PARA1,2,0,262__1__416__UZM__711__711,KPL__1__6449__RAIL____Total_Day_Count
1001,PARA1,2,0,250__0__427__UZM__703__1__703__1,KPL__1__6465__RAIL____Total_Day_Count
4915,4915,2,0,21__1__438__NBM__35__3__35__3,22__1__438__NBM__205__4__205__4
8165,WATE1,2,0,150__1__422__TZM__410__410,HVL__1__3837__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__422__UZM__703__1__703__1,KPL__1__6459__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__448__TZM__412__412,HVL__1__3857__RAIL____Total_Day_Count
6733,6730,2,120,7__0__487__TZM__211__1__211__1,27__1__426__TZM__121__121
2003,PORI1,2,0,226__0__441__TZM__311__311,KPL__1__6449__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3818__RAIL____Total_Day_Count,112__0__403__TZM__505__1__505__1
8165,WATE1,2,0,130__1__410__TZM__402__1__402__1,HVL__1__3819__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6424__RAIL____Total_Day_Count,262__0__407__UZM__710__710
PARA2,1000,2,0,KPL__0__6452__RAIL____Total_Day_Count,250__0__421__UZM__703__1__703__1
WATE2,9140,2,0,HVL__0__3838__RAIL____Total_Day_Count,160__0__427__TZM__603__1__603__1
8251,TAIT1,2,0,120__1__424__TZM__416__416,HVL__1__3827__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__408__TZM__407__1__407__1,HVL__1__3817__RAIL____Total_Day_Count
1001,PARA1,2,0,261__1__426__UZM__705__705,KPL__1__6465__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3824__RAIL____Total_Day_Count,120__0__413__TZM__409__1__409__1
5915,5915,2,0,21__0__431__NBM__14__2__14__2,22__0__431__NBM__205__4__205__4
1001,PARA1,2,0,262__1__408__UZM__707__707,KPL__1__6433__RAIL____Total_Day_Count
WAIK,1501,2,240,KPL__0__6418__RAIL____Total_Day_Count,281__0__403__UZM__706__706
4915,4915,2,0,22__1__442__NBM__30__2__30__2,21__1__442__NBM__10__2__10__2
PORI2,2002,2,0,KPL__0__6456__RAIL____Total_Day_Count,230__0__423__TZM__304__1__304__1
TAIT2,9297,2,0,HVL__0__3856__RAIL____Total_Day_Count,121__0__423__TZM__407__1__407__1
8251,TAIT1,2,0,120__1__406__TZM__408__1__408__1,HVL__1__3815__RAIL____Total_Day_Count
2003,PORI1,2,0,226__0__415__TZM__308__1__308__1,KPL__1__6423__RAIL____Total_Day_Count
4915,4915,2,0,21__1__428__NBM__32__2__32__2,22__1__428__NBM__31__2__31__2
4915,4915,2,0,22__1__440__NBM__27__2__27__2,21__1__440__NBM__204__4__204__4
3081,3081,2,120,19__0__405__TZM__209__1__209__1,1__1__420__TZM__207__1__207__1
UPPE,8579,2,240,HVL__0__3868__RAIL____Total_Day_Count,110__0__489__TZM__513__1__513__1
8140,WATE1,2,0,170__0__451__TZM__601__1__601__1,HVL__1__3859__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6466__RAIL____Total_Day_Count,236__0__425__TZM__304__1__304__1
8251,TAIT1,2,0,120__1__478__TZM__416__416,HVL__1__3859__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__404__TZM__302__1__302__1,KPL__1__6419__RAIL____Total_Day_Count
4915,4915,2,0,21__1__442__NBM__10__2__10__2,22__1__442__NBM__30__2__30__2
WAIK,1501,2,240,KPL__0__6416__RAIL____Total_Day_Count,280__0__403__UZM__706__706
TAIT2,9297,2,0,HVL__0__3840__RAIL____Total_Day_Count,121__0__415__TZM__407__1__407__1
PORI1,2002,2,0,KPL__1__6443__RAIL____Total_Day_Count,60__1__436__MNM__2041__2041
UPPE,8579,2,240,HVL__0__3814__RAIL____Total_Day_Count,110__0__401__TZM__501__1__501__1
3081,3081,2,120,60__1__442__MNM__2071__2071,1__1__486__TZM__116__1__116__1
WATE2,9140,2,0,HVL__0__3818__RAIL____Total_Day_Count,170__0__411__TZM__601__1__601__1
7720,6720,2,0,29__0__425__TZM__101__2__101__2,7__0__487__TZM__211__1__211__1
3081,3081,2,120,19__0__415__TZM__214__214,1__1__440__TZM__208__1__208__1
PORI2,2003,2,0,KPL__0__6418__RAIL____Total_Day_Count,220__1__406__TZM__307__1__307__1
PORI2,2002,2,0,KPL__0__6452__RAIL____Total_Day_Count,236__0__417__TZM__307__1__307__1
PORI1,2002,2,0,KPL__1__6417__RAIL____Total_Day_Count,60__1__410__MNM__2111__2111
2003,PORI1,2,0,210__1__418__TZM__307__1__307__1,KPL__1__6443__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__402__TZM__302__1__302__1,KPL__1__6415__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3842__RAIL____Total_Day_Count,110__0__445__TZM__508__508
1501,WAIK,2,240,281__0__421__UZM__719__719,KPL__1__6457__RAIL____Total_Day_Count
6055,6017,2,240,1__1__504__TZM__103__1__103__1,23__0__429__TZM__121__121
WATE2,9140,2,0,HVL__0__3856__RAIL____Total_Day_Count,160__0__445__TZM__602__1__602__1
PORI2,2001,2,0,KPL__0__6432__RAIL____Total_Day_Count,220__0__421__TZM__308__1__308__1
6224,6224,2,240,2__1__494__NBM__26__2__26__2,12__0__425__NBM__27__2__27__2
WATE2,9140,2,0,HVL__0__3826__RAIL____Total_Day_Count,160__0__415__TZM__602__1__602__1
PORI2,2002,2,0,KPL__0__6436__RAIL____Total_Day_Count,236__0__409__TZM__306__1__306__1
WATE2,9140,2,0,HVL__0__3834__RAIL____Total_Day_Count,170__0__427__TZM__603__1__603__1
8580,UPPE,2,240,112__1__412__TZM__505__1__505__1,HVL__1__3839__RAIL____Total_Day_Count
3081,3081,2,120,19__0__421__TZM__114__1__114__1,1__1__452__TZM__206__1__206__1
1501,WAIK,2,240,280__0__423__UZM__715__715,KPL__1__6459__RAIL____Total_Day_Count
8251,TAIT1,2,0,120__1__448__TZM__416__416,HVL__1__3839__RAIL____Total_Day_Count
2003,PORI1,2,0,210__1__410__TZM__311__311,KPL__1__6427__RAIL____Total_Day_Count
8580,UPPE,2,240,111__0__439__TZM__505__1__505__1,HVL__1__3847__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__455__TZM__601__1__601__1,HVL__1__3863__RAIL____Total_Day_Count
PARA2,1001,2,240,KPL__0__6418__RAIL____Total_Day_Count,261__0__403__UZM__720__720
8580,UPPE,2,240,112__1__404__TZM__505__1__505__1,HVL__1__3823__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__419__TZM__605__605,HVL__1__3827__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__414__TZM__605__605,HVL__1__3823__RAIL____Total_Day_Count
4915,4915,2,0,21__1__404__NBM__19__2__19__2,22__1__404__NBM__26__2__26__2
PARA2,1001,2,240,KPL__0__6436__RAIL____Total_Day_Count,262__0__413__UZM__707__707
2002,PORI2,2,0,60__0__409__MNM__2101__2101,KPL__0__6426__RAIL____Total_Day_Count
4915,4915,2,0,22__1__410__NBM__32__2__32__2,21__1__410__NBM__31__2__31__2
7720,7700,2,60,29__0__405__TZM__115__1__115__1,7__1__416__TZM__104__1__104__1
8580,UPPE,2,240,111__0__423__TZM__507__507,HVL__1__3831__RAIL____Total_Day_Count
4915,4915,2,0,22__1__408__NBM__26__2__26__2,21__1__408__NBM__14__2__14__2
4915,4915,2,0,21__1__400__NBM__10__2__10__2,22__1__400__NBM__11__2__11__2
1001,PARA1,2,0,262__1__414__UZM__713__713,KPL__1__6445__RAIL____Total_Day_Count
8580,UPPE,2,240,111__0__435__TZM__502__1__502__1,HVL__1__3843__RAIL____Total_Day_Count
TREN,9525,2,240,HVL__0__3854__RAIL____Total_Day_Count,114__1__420__TZM__507__507
3000,3000,2,120,1__0__517__TZM__112__1__112__1,19__0__449__TZM__104__1__104__1
WATE2,9165,2,0,HVL__0__3868__RAIL____Total_Day_Count,130__0__487__TZM__509__509
2002,PORI2,2,0,60__0__423__MNM__2012__2012,KPL__0__6440__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3814__RAIL____Total_Day_Count,112__0__401__TZM__507__507
5915,5915,2,0,22__0__433__NBM__6__2__6__2,21__0__433__NBM__34__2__34__2
6224,6224,2,240,2__1__418__NBM__2__1__2__1,12__0__459__NBM__18__2__18__2
8251,TAIT1,2,0,120__1__470__TZM__416__416,HVL__1__3851__RAIL____Total_Day_Count
2001,PORI1,2,0,226__0__425__TZM__301__1__301__1,KPL__1__6431__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__424__TZM__305__1__305__1,KPL__1__6459__RAIL____Total_Day_Count
1001,PARA1,2,0,262__1__406__UZM__710__710,KPL__1__6429__RAIL____Total_Day_Count
1001,PARA1,2,0,262__1__412__UZM__714__714,KPL__1__6441__RAIL____Total_Day_Count
TAIT2,9297,2,0,HVL__0__3852__RAIL____Total_Day_Count,121__0__421__TZM__401__1__401__1
PORI2,2001,2,0,KPL__0__6472__RAIL____Total_Day_Count,220__0__463__TZM__312__1__312__1
2003,PORI1,2,0,226__0__411__TZM__307__1__307__1,KPL__1__6419__RAIL____Total_Day_Count
4915,4915,2,0,22__1__400__NBM__11__2__11__2,21__1__400__NBM__10__2__10__2
7026,7224,2,240,12__1__414__NBM__37__2__37__2,2__0__449__NBM__1004__1__1004__1
7026,7224,2,240,12__1__426__NBM__1__1__1__1,2__0__485__NBM__2__1__2__1
WAIK,1501,2,240,KPL__0__6412__RAIL____Total_Day_Count,280__0__401__UZM__706__706
WATE2,9165,2,0,HVL__0__3832__RAIL____Total_Day_Count,150__0__413__TZM__413__413
PORI2,2003,2,0,KPL__0__6466__RAIL____Total_Day_Count,220__1__454__TZM__311__311
3000,3000,2,120,1__0__437__TZM__114__1__114__1,19__0__419__TZM__209__1__209__1
8165,WATE1,2,0,130__1__468__TZM__417__417,HVL__1__3849__RAIL____Total_Day_Count
7026,7224,2,240,12__1__410__NBM__35__3__35__3,2__0__437__NBM__5__2__5__2
PORI2,2002,2,0,KPL__0__6448__RAIL____Total_Day_Count,236__0__415__TZM__312__1__312__1
8580,UPPE,2,240,112__1__418__TZM__505__1__505__1,HVL__1__3851__RAIL____Total_Day_Count
5915,5915,2,0,22__0__411__NBM__202__4__202__4,21__0__411__NBM__31__2__31__2
TAIT2,9251,2,0,HVL__0__3870__RAIL____Total_Day_Count,120__0__487__TZM__418__418
4915,4915,2,0,22__1__422__NBM__204__4__204__4,21__1__422__NBM__201__4__201__4
2003,PORI1,2,0,210__1__416__TZM__305__1__305__1,KPL__1__6439__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__400__TZM__302__1__302__1,KPL__1__6411__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__441__MNM__2082__2082,KPL__0__6458__RAIL____Total_Day_Count
4915,4915,2,0,21__1__440__NBM__204__4__204__4,22__1__440__NBM__27__2__27__2
3000,3000,2,120,1__0__417__TZM__211__1__211__1,19__0__409__TZM__214__214
6055,6017,2,240,1__1__500__TZM__111__2__111__2,23__0__427__TZM__105__1__105__1
4915,4915,2,0,21__1__406__NBM__31__2__31__2,22__1__406__NBM__32__2__32__2
2001,PORI1,2,0,220__0__429__TZM__311__311,KPL__1__6435__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__428__TZM__310__310,KPL__1__6435__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6432__RAIL____Total_Day_Count,236__0__407__TZM__310__310
8580,UPPE,2,240,112__1__410__TZM__507__507,HVL__1__3835__RAIL____Total_Day_Count
8580,UPPE,2,240,112__1__416__TZM__502__1__502__1,HVL__1__3847__RAIL____Total_Day_Count
7700,7720,2,30,7__1__480__TZM__107__1__107__1,29__1__422__TZM__121__121
6720,7720,2,120,7__0__503__TZM__117__1__117__1,29__1__422__TZM__121__121
PARA2,1001,2,240,KPL__0__6448__RAIL____Total_Day_Count,262__0__419__UZM__713__713
