from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
8165,WATE1,2,0,150__1__408__TZM__415__1__415__1,HVL__1__3823__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6468__RAIL____Total_Day_Count,220__0__459__TZM__312__1__312__1
5915,5915,2,0,21__0__425__NBM__32__2__32__2,22__0__425__NBM__31__2__31__2
7026,7224,2,240,12__1__448__NBM__8__2__8__2,2__0__573__NBM__10__2__10__2
5915,5915,2,0,21__0__419__NBM__201__4__201__4,22__0__419__NBM__204__4__204__4
1001,PARA1,2,0,261__1__410__UZM__718__718,KPL__1__6435__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3830__RAIL____Total_Day_Count,154__0__409__TZM__412__412
4915,4915,2,0,22__1__436__NBM__6__2__6__2,21__1__436__NBM__34__2__34__2
9416,SILV,2,240,115__0__413__TZM__507__507,HVL__1__3837__RAIL____Total_Day_Count
9416,SILV,2,240,115__0__419__TZM__502__1__502__1,HVL__1__3849__RAIL____Total_Day_Count
3081,3081,2,120,60__1__448__MNM__2032__2032,1__1__516__TZM__114__1__114__1
PETO2,9001,2,0,HVL__0__3860__RAIL____Total_Day_Count,154__0__423__TZM__417__417
1001,PARA1,2,0,250__0__419__UZM__711__711,KPL__1__6451__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3830__RAIL____Total_Day_Count,110__0__421__TZM__512__512
WATE2,9140,2,0,HVL__0__3824__RAIL____Total_Day_Count,160__0__413__TZM__604__1__604__1
PETO2,9001,2,0,HVL__0__3826__RAIL____Total_Day_Count,154__0__407__TZM__412__412
9416,SILV,2,240,115__0__411__TZM__502__1__502__1,HVL__1__3833__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__430__TZM__413__413,HVL__1__3845__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3842__RAIL____Total_Day_Count,150__0__425__TZM__413__413
4915,4915,2,0,22__1__416__NBM__10__2__10__2,21__1__416__NBM__26__2__26__2
PARA2,1000,2,0,KPL__0__6446__RAIL____Total_Day_Count,260__0__419__UZM__709__709
2002,PORI2,2,0,60__0__407__MNM__2111__2111,KPL__0__6424__RAIL____Total_Day_Count
1001,PARA1,2,0,250__0__411__UZM__707__707,KPL__1__6435__RAIL____Total_Day_Count
6224,6224,2,240,2__1__512__NBM__8__2__8__2,12__0__431__NBM__30__2__30__2
PARA2,1000,2,0,KPL__0__6466__RAIL____Total_Day_Count,260__0__429__UZM__703__1__703__1
WATE2,9140,2,0,HVL__0__3840__RAIL____Total_Day_Count,170__0__433__TZM__604__1__604__1
2002,PORI1,2,0,230__1__432__TZM__307__1__307__1,KPL__1__6467__RAIL____Total_Day_Count
6733,6730,2,120,7__0__415__TZM__117__1__117__1,27__1__406__TZM__105__1__105__1
UPPE,8579,2,240,HVL__0__3854__RAIL____Total_Day_Count,110__0__469__TZM__501__1__501__1
WATE2,9140,2,0,HVL__0__3870__RAIL____Total_Day_Count,160__0__461__TZM__602__1__602__1
PARA2,1000,2,0,KPL__0__6430__RAIL____Total_Day_Count,260__0__411__UZM__721__721
PORI2,2003,2,0,KPL__0__6416__RAIL____Total_Day_Count,226__0__403__TZM__306__1__306__1
4915,4915,2,0,21__1__436__NBM__34__2__34__2,22__1__436__NBM__6__2__6__2
WATE2,9140,2,0,HVL__0__3844__RAIL____Total_Day_Count,160__0__433__TZM__604__1__604__1
5915,5915,2,0,21__0__423__NBM__15__3__15__3,22__0__423__NBM__204__4__204__4
6224,6224,2,240,2__1__434__NBM__1004__1__1004__1,12__0__405__NBM__37__2__37__2
6733,6730,2,120,7__0__471__TZM__207__1__207__1,27__1__420__TZM__101__2__101__2
PARA2,1001,2,240,KPL__0__6466__RAIL____Total_Day_Count,262__0__429__UZM__705__705
4915,4915,2,0,21__1__402__NBM__19__2__19__2,22__1__402__NBM__11__2__11__2
4915,4915,2,0,22__1__418__NBM__202__4__202__4,21__1__418__NBM__200__1__200__1
2002,PORI2,2,0,60__0__429__MNM__2041__2041,KPL__0__6446__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6464__RAIL____Total_Day_Count,220__0__453__TZM__311__311
PORI1,2002,2,0,KPL__1__6409__RAIL____Total_Day_Count,60e__1__104__MNM__2113__2113
2003,PORI1,2,0,226__0__427__TZM__304__1__304__1,KPL__1__6435__RAIL____Total_Day_Count
4915,4915,2,0,21__1__430__NBM__202__4__202__4,22__1__430__NBM__204__4__204__4
TAIT2,9251,2,0,HVL__0__3864__RAIL____Total_Day_Count,120__0__481__TZM__417__417
2001,PORI1,2,0,226__0__429__TZM__302__1__302__1,KPL__1__6435__RAIL____Total_Day_Count
1001,PARA1,2,0,261__1__416__UZM__714__714,KPL__1__6447__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__460__TZM__303__1__303__1,KPL__1__6469__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__463__TZM__312__1__312__1,KPL__1__6469__RAIL____Total_Day_Count
7720,7700,2,60,29__0__419__TZM__110__1__110__1,7__1__472__TZM__107__1__107__1
PORI2,2001,2,0,KPL__0__6452__RAIL____Total_Day_Count,226__0__441__TZM__311__311
PARA2,1000,2,0,KPL__0__6456__RAIL____Total_Day_Count,250__0__423__UZM__705__705
TAIT2,9251,2,0,HVL__0__3810__RAIL____Total_Day_Count,120__0__401__TZM__401__1__401__1
PORI2,2002,2,0,KPL__0__6460__RAIL____Total_Day_Count,230__0__425__TZM__304__1__304__1
7720,7700,2,60,29__0__401__TZM__205__1__205__1,7__1__404__TZM__203__1__203__1
1001,PARA1,2,0,261__1__408__UZM__718__718,KPL__1__6431__RAIL____Total_Day_Count
5915,5915,2,0,22__0__413__NBM__10__2__10__2,21__0__413__NBM__26__2__26__2
1001,PARA1,2,0,261__1__414__UZM__711__711,KPL__1__6443__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__417__MNM__2101__2101,KPL__0__6434__RAIL____Total_Day_Count
4915,4915,2,0,21__1__420__NBM__31__2__31__2,22__1__420__NBM__17__2__17__2
9416,SILV,2,240,115__0__417__TZM__504__1__504__1,HVL__1__3845__RAIL____Total_Day_Count
1001,PARA1,2,0,250__0__417__UZM__713__713,KPL__1__6447__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__402__TZM__603__1__603__1,HVL__1__3811__RAIL____Total_Day_Count
UPPE,8579,2,240,HVL__0__3870__RAIL____Total_Day_Count,110__0__491__TZM__403__1__403__1
1001,PARA1,2,0,261__1__406__UZM__718__718,KPL__1__6427__RAIL____Total_Day_Count
3000,3000,2,120,1__0__411__TZM__114__1__114__1,60__0__409__MNM__2101__2101
WATE2,9140,2,0,HVL__0__3862__RAIL____Total_Day_Count,170__0__455__TZM__601__1__601__1
9416,SILV,2,240,115__0__409__TZM__504__1__504__1,HVL__1__3829__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6412__RAIL____Total_Day_Count,226__0__401__TZM__305__1__305__1
PARA2,1000,2,0,KPL__0__6442__RAIL____Total_Day_Count,260__0__417__UZM__704__704
1001,PARA1,2,0,250__0__409__UZM__710__710,KPL__1__6431__RAIL____Total_Day_Count
PORI1,2002,2,0,KPL__1__6451__RAIL____Total_Day_Count,60__1__444__MNM__2082__2082
2001,PORI1,2,0,220__0__435__TZM__302__1__302__1,KPL__1__6441__RAIL____Total_Day_Count
3000,3000,2,120,1__0__501__TZM__102__1__102__1,60__0__453__MNM__2042__2042
9525,TREN,2,240,114__0__421__TZM__507__507,HVL__1__3853__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__446__TZM__420__420,HVL__1__3837__RAIL____Total_Day_Count
1501,WAIK,2,240,281__0__423__UZM__715__715,KPL__1__6461__RAIL____Total_Day_Count
7026,7224,2,240,12__1__436__NBM__46__46,2__0__515__NBM__28__2__28__2
WATE2,9165,2,0,HVL__0__3824__RAIL____Total_Day_Count,130__0__411__TZM__402__1__402__1
PARA2,1000,2,0,KPL__0__6426__RAIL____Total_Day_Count,260__0__409__UZM__701__1__701__1
5915,5915,2,0,21__0__413__NBM__26__2__26__2,22__0__413__NBM__10__2__10__2
PORI2,2003,2,0,KPL__0__6458__RAIL____Total_Day_Count,220__1__446__TZM__310__310
8580,UPPE,2,240,110__1__448__TZM__501__1__501__1,HVL__1__3839__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3824__RAIL____Total_Day_Count,150__0__405__TZM__413__413
8165,WATE1,2,0,150__1__402__TZM__410__410,HVL__1__3813__RAIL____Total_Day_Count
3000,3000,2,120,1__0__463__TZM__206__1__206__1,60__0__435__MNM__2061__2061
PORI2,2003,2,0,KPL__0__6456__RAIL____Total_Day_Count,226__0__443__TZM__303__1__303__1
5915,5915,2,0,22__0__425__NBM__31__2__31__2,21__0__425__NBM__32__2__32__2
PETO2,9001,2,0,HVL__0__3836__RAIL____Total_Day_Count,150__0__419__TZM__405__1__405__1
1001,PARA1,2,0,250__0__429__UZM__703__1__703__1,KPL__1__6467__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__459__TZM__409__1__409__1,HVL__1__3865__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6458__RAIL____Total_Day_Count,226__0__447__TZM__309__1__309__1
8140,WATE1,2,0,170__0__425__TZM__602__1__602__1,HVL__1__3833__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6422__RAIL____Total_Day_Count,220__1__410__TZM__308__1__308__1
9525,TREN,2,240,114__0__405__TZM__502__1__502__1,HVL__1__3821__RAIL____Total_Day_Count
6733,6730,2,120,7__0__491__TZM__119__1__119__1,27__1__428__TZM__110__1__110__1
7720,7700,2,60,29__0__431__TZM__105__1__105__1,7__1__500__TZM__203__1__203__1
WATE2,9140,2,0,HVL__0__3814__RAIL____Total_Day_Count,160__0__403__TZM__604__1__604__1
3000,3000,2,120,1__0__469__TZM__212__1__212__1,19__0__435__TZM__210__1__210__1
1001,PARA1,2,0,261__1__428__UZM__705__705,KPL__1__6467__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3848__RAIL____Total_Day_Count,130__0__459__TZM__417__417
TAIT2,9251,2,0,HVL__0__3846__RAIL____Total_Day_Count,120__0__457__TZM__416__416
4915,4915,2,0,22__1__402__NBM__11__2__11__2,21__1__402__NBM__19__2__19__2
2001,PORI1,2,0,220__0__417__TZM__309__1__309__1,KPL__1__6423__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__416__TZM__305__1__305__1,KPL__1__6423__RAIL____Total_Day_Count
7720,7700,2,60,29__0__409__TZM__115__1__115__1,7__1__432__TZM__213__1__213__1
8165,WATE1,2,0,130__1__474__TZM__417__417,HVL__1__3855__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__407__TZM__603__1__603__1,HVL__1__3815__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6464__RAIL____Total_Day_Count,226__0__451__TZM__310__310
PORI2,2002,2,0,KPL__0__6468__RAIL____Total_Day_Count,236__0__427__TZM__304__1__304__1
7720,6720,2,0,29__0__417__TZM__121__121,7__0__463__TZM__119__1__119__1
1501,WAIK,2,240,280__0__403__UZM__706__706,KPL__1__6419__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3820__RAIL____Total_Day_Count,130__0__407__TZM__411__411
PORI2,2002,2,0,KPL__0__6452__RAIL____Total_Day_Count,230__0__421__TZM__308__1__308__1
PORI2,2001,2,0,KPL__0__6448__RAIL____Total_Day_Count,226__0__437__TZM__303__1__303__1
8297,TAIT1,2,0,121__1__404__TZM__401__1__401__1,HVL__1__3821__RAIL____Total_Day_Count
8297,TAIT1,2,0,121__1__400__TZM__401__1__401__1,HVL__1__3813__RAIL____Total_Day_Count
9001,PETO1,2,0,150__1__440__TZM__418__418,HVL__1__3863__RAIL____Total_Day_Count
PORI1,2002,2,0,KPL__1__6457__RAIL____Total_Day_Count,60__1__450__MNM__2042__2042
WATE2,9140,2,0,HVL__0__3864__RAIL____Total_Day_Count,160__0__455__TZM__601__1__601__1
8580,UPPE,2,240,110__1__406__TZM__506__1__506__1,HVL__1__3815__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6460__RAIL____Total_Day_Count,226__0__447__TZM__309__1__309__1
9001,PETO1,2,0,150__1__436__TZM__413__413,HVL__1__3855__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__402__TZM__406__1__406__1,HVL__1__3811__RAIL____Total_Day_Count
7730,7730,2,120,27__0__423__TZM__110__1__110__1,7__1__506__TZM__117__1__117__1
8140,WATE1,2,0,170__0__441__TZM__601__1__601__1,HVL__1__3849__RAIL____Total_Day_Count
7026,7224,2,240,12__1__434__NBM__27__2__27__2,2__0__509__NBM__26__2__26__2
7720,6720,2,0,29__0__431__TZM__105__1__105__1,7__0__499__TZM__119__1__119__1
PORI2,2002,2,0,KPL__0__6416__RAIL____Total_Day_Count,230__0__403__TZM__301__1__301__1
8165,WATE1,2,0,130__1__476__TZM__511__511,HVL__1__3857__RAIL____Total_Day_Count
8140,WATE1,2,0,170__0__463__TZM__409__1__409__1,HVL__1__3869__RAIL____Total_Day_Count
9001,PETO1,2,0,154__0__423__TZM__417__417,HVL__1__3859__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__428__TZM__304__1__304__1,KPL__1__6463__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6448__RAIL____Total_Day_Count,220__1__436__TZM__309__1__309__1
8140,WATE1,2,0,170__0__421__TZM__601__1__601__1,HVL__1__3829__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__406__TZM__404__1__404__1,HVL__1__3821__RAIL____Total_Day_Count
1501,WAIK,2,240,290__0__403__UZM__716__716,KPL__1__6427__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6440__RAIL____Total_Day_Count,226__0__429__TZM__302__1__302__1
3081,3081,2,120,19__0__431__TZM__214__214,1__1__472__TZM__211__1__211__1
UPPE,8579,2,240,HVL__0__3858__RAIL____Total_Day_Count,112__0__423__TZM__507__507
UPPE,8579,2,240,HVL__0__3860__RAIL____Total_Day_Count,110__0__477__TZM__512__512
7720,6720,2,0,29__0__405__TZM__115__1__115__1,7__0__415__TZM__117__1__117__1
6733,6730,2,120,7__0__507__TZM__117__1__117__1,27__1__424__TZM__110__1__110__1
8140,WATE1,2,0,160__1__434__TZM__605__605,HVL__1__3843__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3820__RAIL____Total_Day_Count,160__0__409__TZM__605__605
SILV,8416,2,240,HVL__0__3856__RAIL____Total_Day_Count,115__0__423__TZM__502__1__502__1
3081,3081,2,120,60__1__428__MNM__2031__2031,1__1__458__TZM__212__1__212__1
3081,3081,2,120,19__0__443__TZM__118__1__118__1,1__1__518__TZM__112__1__112__1
2002,PORI1,2,0,230__1__416__TZM__308__1__308__1,KPL__1__6439__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__412__TZM__303__1__303__1,KPL__1__6431__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__431__MNM__2052__2052,KPL__0__6448__RAIL____Total_Day_Count
8140,WATE1,2,0,160__1__416__TZM__601__1__601__1,HVL__1__3825__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3866__RAIL____Total_Day_Count,130__0__485__TZM__412__412
SILV,8416,2,240,HVL__0__3816__RAIL____Total_Day_Count,115__0__403__TZM__502__1__502__1
7700,7720,2,30,7__1__492__TZM__203__1__203__1,29__1__428__TZM__109__2__109__2
6720,7720,2,120,7__0__491__TZM__119__1__119__1,29__1__428__TZM__109__2__109__2
PORI2,2003,2,0,KPL__0__6440__RAIL____Total_Day_Count,220__1__428__TZM__310__310
1001,PARA1,2,0,260__1__420__UZM__709__709,KPL__1__6455__RAIL____Total_Day_Count
3081,3081,2,120,19__0__413__TZM__214__214,1__1__436__TZM__112__1__112__1
1001,PARA1,2,0,260__1__402__UZM__701__1__701__1,KPL__1__6419__RAIL____Total_Day_Count
6224,6224,2,240,2__1__530__NBM__28__2__28__2,12__0__437__NBM__24__2__24__2
8580,UPPE,2,240,110__1__486__TZM__510__510,HVL__1__3863__RAIL____Total_Day_Count
8165,WATE1,2,0,130__1__442__TZM__417__417,HVL__1__3835__RAIL____Total_Day_Count
6224,6224,2,240,2__1__422__NBM__28__2__28__2,12__0__401__NBM__35__3__35__3
6224,6224,2,240,2__1__424__NBM__1002__4__1002__4,12__0__401__NBM__35__3__35__3
9001,PETO1,2,0,154__0__405__TZM__406__1__406__1,HVL__1__3821__RAIL____Total_Day_Count
WATE2,9140,2,0,HVL__0__3860__RAIL____Total_Day_Count,170__0__453__TZM__412__412
3081,3081,2,120,19__0__445__TZM__119__1__119__1,1__1__520__TZM__207__1__207__1
2002,PORI1,2,0,230__1__408__TZM__303__1__303__1,KPL__1__6423__RAIL____Total_Day_Count
8165,WATE1,2,0,150__1__410__TZM__413__413,HVL__1__3825__RAIL____Total_Day_Count
1501,WAIK,2,240,280__0__421__UZM__719__719,KPL__1__6455__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__437__TZM__301__1__301__1,KPL__1__6443__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__436__TZM__309__1__309__1,KPL__1__6443__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6462__RAIL____Total_Day_Count,226__0__451__TZM__310__310
9001,PETO1,2,0,150__1__438__TZM__406__1__406__1,HVL__1__3859__RAIL____Total_Day_Count
7026,7224,2,240,12__1__416__NBM__30__2__30__2,2__0__455__NBM__1003__1__1003__1
PORI2,2001,2,0,KPL__0__6454__RAIL____Total_Day_Count,226__0__443__TZM__303__1__303__1
WATE2,9140,2,0,HVL__0__3846__RAIL____Total_Day_Count,160__0__435__TZM__602__1__602__1
PORI2,2001,2,0,KPL__0__6460__RAIL____Total_Day_Count,220__0__449__TZM__302__1__302__1
3081,3081,2,120,60__1__414__MNM__2111__2111,1__1__430__TZM__206__1__206__1
WAIK,1501,2,240,KPL__0__6456__RAIL____Total_Day_Count,280__0__423__UZM__715__715
8297,TAIT1,2,0,121__1__402__TZM__417__417,HVL__1__3817__RAIL____Total_Day_Count
WATE2,9165,2,0,HVL__0__3826__RAIL____Total_Day_Count,150__0__407__TZM__406__1__406__1
3000,3000,2,120,1__0__459__TZM__102__1__102__1,60__0__433__MNM__2041__2041
UPPE,8579,2,240,HVL__0__3866__RAIL____Total_Day_Count,110__0__487__TZM__511__511
PORI2,2003,2,0,KPL__0__6462__RAIL____Total_Day_Count,220__1__450__TZM__303__1__303__1
7730,7730,2,120,27__0__403__TZM__110__1__110__1,7__1__410__TZM__117__1__117__1
2001,PORI1,2,0,226__0__437__TZM__303__1__303__1,KPL__1__6443__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6454__RAIL____Total_Day_Count,220__1__444__TZM__311__311
8580,UPPE,2,240,110__1__482__TZM__501__1__501__1,HVL__1__3859__RAIL____Total_Day_Count
9001,PETO1,2,0,154__0__407__TZM__412__412,HVL__1__3825__RAIL____Total_Day_Count
7720,6720,2,0,29__0__429__TZM__101__2__101__2,7__0__495__TZM__119__1__119__1
3081,3081,2,120,19__0__429__TZM__214__214,1__1__468__TZM__120__120
8140,WATE1,2,0,170__0__445__TZM__602__1__602__1,HVL__1__3853__RAIL____Total_Day_Count
1001,PARA1,2,0,250__0__425__UZM__703__1__703__1,KPL__1__6463__RAIL____Total_Day_Count
PORI2,2002,2,0,KPL__0__6420__RAIL____Total_Day_Count,230__0__405__TZM__304__1__304__1
PORI2,2002,2,0,KPL__0__6412__RAIL____Total_Day_Count,230__0__401__TZM__301__1__301__1
PORI2,2003,2,0,KPL__0__6424__RAIL____Total_Day_Count,226__0__411__TZM__307__1__307__1
9001,PETO1,2,0,150__1__424__TZM__405__1__405__1,HVL__1__3841__RAIL____Total_Day_Count
PETO2,9001,2,0,HVL__0__3848__RAIL____Total_Day_Count,150__0__431__TZM__412__412
WATE2,9140,2,0,HVL__0__3842__RAIL____Total_Day_Count,170__0__435__TZM__602__1__602__1
1501,WAIK,2,240,280__0__401__UZM__706__706,KPL__1__6415__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6420__RAIL____Total_Day_Count,220__0__409__TZM__306__1__306__1
9001,PETO1,2,0,154__0__409__TZM__412__412,HVL__1__3829__RAIL____Total_Day_Count
3081,3081,2,120,19__0__407__TZM__209__1__209__1,1__1__424__TZM__210__1__210__1
7720,6720,2,0,29__0__411__TZM__118__1__118__1,7__0__439__TZM__111__2__111__2
3000,3000,2,120,1__0__421__TZM__120__120,19__0__411__TZM__214__214
PORI2,2002,2,0,KPL__0__6472__RAIL____Total_Day_Count,236__0__431__TZM__305__1__305__1
6720,7720,2,120,7__0__471__TZM__207__1__207__1,29__1__420__TZM__110__1__110__1
7700,7720,2,30,7__1__472__TZM__107__1__107__1,29__1__420__TZM__110__1__110__1
TAIT2,9251,2,0,HVL__0__3826__RAIL____Total_Day_Count,120__0__417__TZM__416__416
9001,PETO1,2,0,150__1__434__TZM__418__418,HVL__1__3851__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3868__RAIL____Total_Day_Count,120__0__485__TZM__418__418
2003,PORI1,2,0,226__0__433__TZM__304__1__304__1,KPL__1__6441__RAIL____Total_Day_Count
TAIT2,9251,2,0,HVL__0__3844__RAIL____Total_Day_Count,120__0__453__TZM__419__419
8165,WATE1,2,0,130__1__400__TZM__402__1__402__1,HVL__1__3809__RAIL____Total_Day_Count
2003,PORI1,2,0,220__1__412__TZM__309__1__309__1,KPL__1__6419__RAIL____Total_Day_Count
2001,PORI1,2,0,220__0__413__TZM__305__1__305__1,KPL__1__6419__RAIL____Total_Day_Count
PORI2,2003,2,0,KPL__0__6470__RAIL____Total_Day_Count,220__1__458__TZM__312__1__312__1
2002,PORI1,2,0,230__1__418__TZM__308__1__308__1,KPL__1__6443__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__414__TZM__303__1__303__1,KPL__1__6435__RAIL____Total_Day_Count
2002,PORI1,2,0,230__1__410__TZM__303__1__303__1,KPL__1__6427__RAIL____Total_Day_Count
6224,6224,2,240,2__1__452__NBM__1002__4__1002__4,12__0__411__NBM__18__2__18__2
WATE2,9140,2,0,HVL__0__3830__RAIL____Total_Day_Count,170__0__423__TZM__604__1__604__1
UPPE,8579,2,240,HVL__0__3824__RAIL____Total_Day_Count,110__0__409__TZM__509__509
SILV,8416,2,240,HVL__0__3820__RAIL____Total_Day_Count,115__0__405__TZM__507__507
3000,3000,2,120,1__0__419__TZM__112__1__112__1,60__0__413__MNM__2101__2101
2002,PORI2,2,0,60__0__411__MNM__2111__2111,KPL__0__6428__RAIL____Total_Day_Count
8580,UPPE,2,240,110__1__452__TZM__511__511,HVL__1__3841__RAIL____Total_Day_Count
1001,PARA1,2,0,260__1__400__UZM__701__1__701__1,KPL__1__6415__RAIL____Total_Day_Count
7720,6720,2,0,29__0__401__TZM__205__1__205__1,7__0__405__TZM__204__1__204__1
2003,PORI1,2,0,226__0__445__TZM__310__310,KPL__1__6453__RAIL____Total_Day_Count
6224,6224,2,240,2__1__518__NBM__12__2__12__2,12__0__433__NBM__33__2__33__2
8140,WATE1,2,0,170__0__423__TZM__604__1__604__1,HVL__1__3831__RAIL____Total_Day_Count
2002,PORI2,2,0,60__0__451__MNM__2042__2042,KPL__0__6466__RAIL____Total_Day_Count
2002,PORI1,2,0,236__1__422__TZM__307__1__307__1,KPL__1__6455__RAIL____Total_Day_Count
2001,PORI1,2,0,226__0__421__TZM__304__1__304__1,KPL__1__6427__RAIL____Total_Day_Count
3000,3000,2,120,1__0__465__TZM__216__216,19__0__433__TZM__210__1__210__1
9001,PETO1,2,0,154__0__411__TZM__405__1__405__1,HVL__1__3833__RAIL____Total_Day_Count
1001,PARA1,2,0,261__1__424__UZM__705__705,KPL__1__6463__RAIL____Total_Day_Count
PORI2,2001,2,0,KPL__0__6418__RAIL____Total_Day_Count,226__0__407__TZM__305__1__305__1
PORI2,2002,2,0,KPL__0__6424__RAIL____Total_Day_Count,230__0__407__TZM__304__1__304__1
PORI1,2002,2,0,KPL__1__6427__RAIL____Total_Day_Count,60__1__420__MNM__2101__2101
WATE2,9165,2,0,HVL__0__3850__RAIL____Total_Day_Count,130__0__463__TZM__414__414
8165,WATE1,2,0,130__1__414__TZM__411__411,HVL__1__3821__RAIL____Total_Day_Count
